Full Name,Hand,WAR/GS,ERA,xWAR/GS,SIERA,ERA Change,bpWAR/GS,WAR/IP,Updated WAR/GS,Updated xWAR/GS,Updated WAR/IP,Updated ERA
Penn Jones MIA,R,#DIV/0!,6.24,-0.072833335,5.95,-0.007900229,-0.025555556,-0.012777778,#DIV/0!,-0.072925546,-0.012793955,6.232099771
Sunayro Martina NYA,R,-0.071428571,6.2408,-0.071440001,6.01,#N/A,-0.025066667,-0.012533334,-0.071428571,-0.071440001,-0.012533334,#N/A
Yordy Herrera SLN,L,#DIV/0!,6.2421,-0.079230001,6.16,0.154500187,-0.0278,-0.0139,#DIV/0!,-0.077268955,-0.013555957,6.396600187
Wilson Esterlin FA,R,#DIV/0!,6.2443,-0.069603332,5.88,0.069100209,-0.024422222,-0.012211111,#DIV/0!,-0.068833093,-0.012075981,6.313400209
Frank Martinez TEX,R,#DIV/0!,6.2448,-0.070236667,5.9,#N/A,-0.024644444,-0.012322222,#DIV/0!,-0.070236667,-0.012322222,#N/A
Michael Kirkland FA,R,#DIV/0!,6.2478,-0.069919999,5.87,0.07770019,-0.024533333,-0.012266667,#DIV/0!,-0.069050446,-0.012114113,6.32550019
Levi Sterling PIT,R,-0.066195373,6.2478,-0.065929997,5.83,-0.169300146,-0.023133332,-0.011566666,-0.067989106,-0.06771654,-0.011880095,6.078499854
Raul Rangel FA,R,-0.068269977,6.2479,-0.068146669,5.87,#N/A,-0.023911112,-0.011955556,-0.068269977,-0.068146669,-0.011955556,#N/A
Morris Austin CHA,R,#DIV/0!,6.2479,-0.070679998,5.85,-0.581300011,-0.024799999,-0.0124,#DIV/0!,-0.077256013,-0.013553686,5.666599989
Ezequiel Ventura FA,R,#DIV/0!,6.2498,-0.066499998,5.77,0.044199791,-0.023333333,-0.011666666,#DIV/0!,-0.066029697,-0.011584157,6.293999791
Engert Garcia FA,R,-0.075697211,6.2503,-0.073973335,6.05,#N/A,-0.025955556,-0.012977778,-0.075697211,-0.073973335,-0.012977778,#N/A
Ethan Bell CHN,R,#DIV/0!,6.2505,-0.068779999,5.92,-0.320200241,-0.024133333,-0.012066666,#DIV/0!,-0.072303456,-0.012684817,5.930299759
Ryan Chasse FA,L,#DIV/0!,6.2511,-0.076063333,6.14,0.075400118,-0.026688889,-0.013344444,#DIV/0!,-0.075145865,-0.013183485,6.326500118
Elier Morillo FA,L,-0.079656863,6.2526,-0.079609998,6.29,-0.815200136,-0.027933333,-0.013966666,-0.090042348,-0.089989373,-0.015787609,5.437399864
Pierce George CHA,R,#DIV/0!,6.2549,-0.072389999,6.07,-0.14110013,-0.0254,-0.0127,#DIV/0!,-0.074022997,-0.012986491,6.11379987
Nicolo Pinazzi LAA,L,-0.081196581,6.256,-0.080179998,6.12,-0.146399933,-0.028133333,-0.014066666,-0.083096705,-0.082056332,-0.014395848,6.109600067
Alvin Nova OAK,R,-0.068651276,6.2562,-0.068970002,5.81,#N/A,-0.024200001,-0.0121,-0.068651276,-0.068970002,-0.0121,#N/A
Rafelin Nivar FA,L,#DIV/0!,6.2576,-0.079673333,6.26,0.089900205,-0.027955555,-0.013977778,#DIV/0!,-0.078528701,-0.013776965,6.347500205
Julio Rosario FA,R,#DIV/0!,6.2593,-0.072706666,5.81,0.038600259,-0.025511111,-0.012755555,#DIV/0!,-0.072258294,-0.012676894,6.297900259
Blake Whiting FA,R,#DIV/0!,6.2609,-0.067196667,5.76,0.06220015,-0.023577778,-0.011788889,#DIV/0!,-0.066529088,-0.01167177,6.32310015
Nicholas Thwaits SDN,R,#DIV/0!,6.261,-0.067069998,5.68,0.036500074,-0.023533333,-0.011766666,#DIV/0!,-0.066678997,-0.01169807,6.297500074
Reynardo Cruz CIN,R,-0.068580542,6.2614,-0.068526666,5.86,-0.293099777,-0.024044444,-0.012022222,-0.071790837,-0.071734439,-0.012584989,5.968300223
Miguel Alfonseca FA,R,#DIV/0!,6.262,-0.069476668,5.87,0.055500234,-0.024377778,-0.012188889,#DIV/0!,-0.068860895,-0.012080859,6.317500234
Mason Pelio CIN,R,-0.07354618,6.2625,-0.073340001,6.03,0.07639997,-0.025733334,-0.012866667,-0.072648946,-0.072445282,-0.012709699,6.33889997
Omar Victorino NYN,R,-0.074123097,6.2627,-0.073846666,6.14,#N/A,-0.025911111,-0.012955555,-0.074123097,-0.073846666,-0.012955555,#N/A
Samuel Colmenares TOR,R,-0.074221868,6.2629,-0.074416667,5.84,#N/A,-0.026111111,-0.013055556,-0.074221868,-0.074416667,-0.013055556,#N/A
Tomas Cleto FA,R,-0.06855792,6.2651,-0.068273333,5.83,#N/A,-0.023955555,-0.011977778,-0.06855792,-0.068273333,-0.011977778,#N/A
Kelvin Perez FA,R,#DIV/0!,6.2655,-0.065803333,5.7,0.047900209,-0.023088889,-0.011544444,#DIV/0!,-0.065300262,-0.011456186,6.313400209
Eric Prado MIL,R,-0.067647059,6.2677,-0.067703333,5.79,0.004699962,-0.023755555,-0.011877778,-0.067596332,-0.067652564,-0.011868871,6.272399962
Derek Corro FA,L,#DIV/0!,6.2699,-0.080433336,6.28,0.086699867,-0.028222223,-0.014111112,#DIV/0!,-0.079321108,-0.013915984,6.356599867
Joel Lara NYN,R,-0.069277108,6.2702,-0.070300001,5.95,#N/A,-0.024666667,-0.012333333,-0.069277108,-0.070300001,-0.012333333,#N/A
Bryan Sanchez FA,R,#DIV/0!,6.273,-0.071503331,6.04,0.078100266,-0.025088888,-0.012544444,#DIV/0!,-0.070613098,-0.012388263,6.351100266
Charles Harrison SLN,R,#DIV/0!,6.2735,-0.068273333,5.89,0.063400115,-0.023955555,-0.011977778,#DIV/0!,-0.067583361,-0.01185673,6.336900115
Ryan Degges PHI,R,-0.072066706,6.2736,-0.071946667,5.9,#N/A,-0.025244445,-0.012622222,-0.072066706,-0.071946667,-0.012622222,#N/A
Jayden Voelker TBA,R,-0.072891566,6.2741,-0.073023333,5.79,0.034000164,-0.025622222,-0.012811111,-0.072496557,-0.07262761,-0.012741686,6.308100164
Adam Stone CHN,R,#DIV/0!,6.2759,-0.069223335,5.94,-0.113000148,-0.024288889,-0.012144445,#DIV/0!,-0.070469729,-0.01236311,6.162899852
Jake Jekielek TEX,R,#DIV/0!,6.2765,-0.072516667,5.95,0.249099957,-0.025444445,-0.012722222,#DIV/0!,-0.069638646,-0.012217306,6.525599957
Liam Simon SFN,R,#DIV/0!,6.277,-0.070489999,6.01,0.139500032,-0.024733333,-0.012366667,#DIV/0!,-0.06892343,-0.01209183,6.416500032
Eduar Segovia FA,R,#DIV/0!,6.2803,-0.069793335,5.92,0.083599767,-0.02448889,-0.012244445,#DIV/0!,-0.068864286,-0.012081454,6.363899767
Alexander Hughes NYA,R,#DIV/0!,6.2803,-0.071693334,5.81,0.046499989,-0.025155556,-0.012577778,#DIV/0!,-0.071162509,-0.012484651,6.326799989
Carlton Cherry TEX,R,#DIV/0!,6.2804,-0.074226668,5.97,0.06300018,-0.026044445,-0.013022222,#DIV/0!,-0.073482083,-0.012891593,6.34340018
Angel Cuenca FA,R,#DIV/0!,6.2808,-0.075050001,5.9,0.036599919,-0.026333334,-0.013166667,#DIV/0!,-0.074612665,-0.013089941,6.317399919
Francis Reynoso FA,R,#DIV/0!,6.2809,-0.069856665,5.83,0.052100183,-0.02451111,-0.012255555,#DIV/0!,-0.069277202,-0.012153895,6.333000183
Ben Serunkuma FA,R,#DIV/0!,6.281,-0.069033331,5.79,0.054000038,-0.024222222,-0.012111111,#DIV/0!,-0.068439827,-0.012006987,6.335000038
Zachary Tukis PHI,R,-0.074110672,6.2816,-0.074226668,6.13,#N/A,-0.026044445,-0.013022222,-0.074110672,-0.074226668,-0.013022222,#N/A
Garrett Brown FA,R,#DIV/0!,6.2844,-0.070046668,5.95,0.070400105,-0.024577778,-0.012288889,#DIV/0!,-0.06926198,-0.012151225,6.354800105
Horacio Andujar FA,R,#DIV/0!,6.2847,-0.072453333,5.8,0.046400106,-0.025422222,-0.012711111,#DIV/0!,-0.071918408,-0.012617265,6.331100106
Bryan Polanco WAS,R,-0.077055779,6.2856,-0.077076664,5.84,#N/A,-0.027044444,-0.013522222,-0.077055779,-0.077076664,-0.013522222,#N/A
Liam Rocha FA,R,#DIV/0!,6.2856,-0.070363335,5.83,0.057600088,-0.02468889,-0.012344445,#DIV/0!,-0.069718539,-0.012231323,6.343200088
Tyler Stasiowski FA,R,#DIV/0!,6.2861,-0.069096666,5.86,0.048600167,-0.024244444,-0.012122222,#DIV/0!,-0.068562454,-0.012028501,6.334700167
Shay Timmer DET,R,#DIV/0!,6.2861,-0.071566665,5.95,0.064399988,-0.025111111,-0.012555555,#DIV/0!,-0.070833478,-0.012426926,6.350499988
Samuel Brodersen SLN,R,#DIV/0!,6.2866,-0.071249998,5.95,-0.101799912,-0.024999999,-0.0125,#DIV/0!,-0.072403761,-0.012702414,6.184800088
Fernando Guanare FA,R,#DIV/0!,6.2868,-0.071249998,5.89,0.04810026,-0.024999999,-0.0125,#DIV/0!,-0.070704865,-0.012404362,6.33490026
Edinzo Marquez NYA,R,-0.072183099,6.2878,-0.0722,5.91,#N/A,-0.025333333,-0.012666667,-0.072183099,-0.0722,-0.012666667,#N/A
Jaitoine Kelly ARI,R,-0.069917744,6.2891,-0.069730001,5.9,0.08229976,-0.024466667,-0.012233333,-0.069002794,-0.068817507,-0.012073247,6.37139976
Ruben Castillo FA,R,-0.071167883,6.2899,-0.071059999,5.82,#N/A,-0.024933333,-0.012466667,-0.071167883,-0.071059999,-0.012466667,#N/A
Joshua Bortka FA,R,#DIV/0!,6.2903,-0.073846666,5.94,0.076600086,-0.025911111,-0.012955555,#DIV/0!,-0.072947399,-0.012797789,6.366900086
Yereny Teus TBA,L,-0.084441489,6.2913,-0.084676665,6.21,-0.608900191,-0.029711111,-0.014855555,-0.092614115,-0.092872052,-0.016293343,5.682399809
Wilton Castillo FA,R,-0.067883212,6.2916,-0.067956665,5.74,#N/A,-0.023844444,-0.011922222,-0.067883212,-0.067956665,-0.011922222,#N/A
Griffin Kilander BOS,R,-0.075250836,6.2916,-0.074859998,5.89,0.114000071,-0.026266666,-0.013133333,-0.073887335,-0.073503579,-0.012895365,6.405600071
Aaron Holiday SLN,R,#DIV/0!,6.2917,-0.074923332,5.96,0.263699835,-0.026288888,-0.013144444,#DIV/0!,-0.07178312,-0.01259353,6.555399835
Connor Butler FA,L,#DIV/0!,6.2918,-0.078596667,6.13,0.080400131,-0.027577778,-0.013788889,#DIV/0!,-0.077592315,-0.013612687,6.372200131
Jack Eshleman TOR,R,#DIV/0!,6.2918,-0.071946667,5.84,-0.050699808,-0.025244445,-0.012622222,#DIV/0!,-0.072526419,-0.012723933,6.241100192
German Nunez FA,R,-0.072976879,6.2924,-0.072896664,5.88,#N/A,-0.025577777,-0.012788888,-0.072976879,-0.072896664,-0.012788888,#N/A
Wuardo Fernandez FA,R,#DIV/0!,6.295,-0.070616668,5.94,0.077000039,-0.024777778,-0.012388889,#DIV/0!,-0.069752889,-0.012237349,6.372000039
Ettore Giulianelli CLE,R,#DIV/0!,6.2952,-0.074163333,6.05,0.059100141,-0.026022222,-0.013011111,#DIV/0!,-0.073467078,-0.012888961,6.354300141
Melvin Pineda SFN,R,-0.069551777,6.2975,-0.069349999,5.83,0.343600168,-0.024333333,-0.012166666,-0.065756938,-0.065566168,-0.011502837,6.641100168
Lluveres Severino TOR,R,#DIV/0!,6.298,-0.072516667,5.94,0.130600013,-0.025444445,-0.012722222,#DIV/0!,-0.071012908,-0.012458405,6.428600013
Franklin Marquez FA,L,#DIV/0!,6.299,-0.08176333,6.34,0.092600013,-0.028688888,-0.014344444,#DIV/0!,-0.080561348,-0.01413357,6.391600013
Jhon Medina FA,L,-0.084735926,6.3001,-0.084866669,6.43,#N/A,-0.029777778,-0.014888889,-0.084735926,-0.084866669,-0.014888889,#N/A
Gabriel Starks CIN,R,#DIV/0!,6.3011,-0.071440001,5.99,0.066199736,-0.025066667,-0.012533334,#DIV/0!,-0.070689448,-0.012401658,6.367299736
Koen Moreno CHN,R,-0.076642336,6.3013,-0.076760002,6.01,0.093100239,-0.026933334,-0.013466667,-0.075509963,-0.075625891,-0.0132677,6.394400239
Riley Bauman LAA,R,-0.075993092,6.3031,-0.075936669,5.85,#N/A,-0.026644445,-0.013322223,-0.075993092,-0.075936669,-0.013322223,#N/A
Zander Mueth PIT,R,-0.07354618,6.3042,-0.073340001,6.03,#N/A,-0.025733334,-0.012866667,-0.07354618,-0.073340001,-0.012866667,#N/A
Luis Sanchez BAL,R,#DIV/0!,6.3067,-0.074353332,5.97,0.08469992,-0.026088888,-0.013044444,#DIV/0!,-0.073354756,-0.012869255,6.39139992
Nicolas De La Cruz BOS,L,#DIV/0!,6.3078,-0.084296669,6.31,0.103300209,-0.029577778,-0.014788889,#DIV/0!,-0.082916177,-0.014546698,6.411100209
Jorge De Leon NYN,R,#DIV/0!,6.3082,-0.074163333,5.97,0.200999858,-0.026022222,-0.013011111,#DIV/0!,-0.071800247,-0.012596535,6.509199858
Danny Hilario TBA,R,#DIV/0!,6.3114,-0.074289997,5.87,0.05360001,-0.026066666,-0.013033333,#DIV/0!,-0.073659084,-0.012922646,6.36500001
Antonio Florido DET,R,#DIV/0!,6.3119,-0.074416667,5.94,0.06490012,-0.026111111,-0.013055556,#DIV/0!,-0.073651501,-0.012921316,6.37680012
Josbel Garcia PHI,R,#DIV/0!,6.3129,-0.070553334,5.93,0.057400055,-0.024755556,-0.012377778,#DIV/0!,-0.069911828,-0.012265233,6.370300055
Cristofher Carrasco FA,R,-0.071705426,6.314,-0.072580002,5.89,#N/A,-0.025466667,-0.012733334,-0.071705426,-0.072580002,-0.012733334,#N/A
Felipe Bello FA,R,#DIV/0!,6.3142,-0.070870001,5.89,0.054999812,-0.024866667,-0.012433334,#DIV/0!,-0.070252688,-0.012325033,6.369199812
Luis Hernandez FA,R,#DIV/0!,6.3159,-0.073023333,5.85,0.067,-0.025622222,-0.012811111,#DIV/0!,-0.072248691,-0.012675209,6.3829
Antoni Cuello SLN,R,#DIV/0!,6.3164,-0.072453333,5.96,0.100300125,-0.025422222,-0.012711111,#DIV/0!,-0.071302823,-0.012509267,6.416700125
Justin Sanchez FA,L,#DIV/0!,6.3169,-0.088223336,6.21,0.054699853,-0.030955556,-0.015477778,#DIV/0!,-0.087459385,-0.015343752,6.371599853
Shane Marshall FA,R,#DIV/0!,6.3176,-0.071819998,5.84,0.065399778,-0.025199999,-0.0126,#DIV/0!,-0.071076518,-0.012469565,6.382999778
Brett Lockwood FA,R,#DIV/0!,6.3184,-0.072073331,6.01,0.086400236,-0.025288888,-0.012644444,#DIV/0!,-0.071087773,-0.012471539,6.404800236
Patrick Pridgen FA,R,-0.073746313,6.3197,-0.073529999,5.8,#N/A,-0.0258,-0.0129,-0.073746313,-0.073529999,-0.0129,#N/A
Luis Vizcaino FA,R,#DIV/0!,6.3204,-0.072516667,5.81,0.064999818,-0.025444445,-0.012722222,#DIV/0!,-0.071770896,-0.012591385,6.385399818
Pedro Santillan FA,R,#DIV/0!,6.3204,-0.073340001,6,0.06889975,-0.025733334,-0.012866667,#DIV/0!,-0.072540509,-0.012726405,6.38929975
Carlos Rodriguez FA,L,-0.084378563,6.3204,-0.084106665,6.39,-0.61770016,-0.029511111,-0.014755555,-0.09262498,-0.092326509,-0.016197633,5.70269984
Brady Hill WAS,R,#DIV/0!,6.3205,-0.074099999,5.93,-0.227799995,-0.026,-0.013,#DIV/0!,-0.076770671,-0.013468539,6.092700005
Luis Carias LAN,R,-0.072655218,6.3209,-0.072580002,5.86,0.230200254,-0.025466667,-0.012733334,-0.070009195,-0.069936718,-0.0122696,6.551100254
Mason McGwire CHN,R,-0.074346952,6.322,-0.074416667,6.11,#N/A,-0.026111111,-0.013055556,-0.074346952,-0.074416667,-0.013055556,#N/A
Benjamin Petschke HOU,R,#DIV/0!,6.322,-0.074163333,6.03,0.065799859,-0.026022222,-0.013011111,#DIV/0!,-0.073391436,-0.01287569,6.387799859
David Bracho CHN,R,#DIV/0!,6.3224,-0.070996665,5.94,#N/A,-0.024911111,-0.012455555,#DIV/0!,-0.070996665,-0.012455555,#N/A
Miguel Mesa BAL,R,#DIV/0!,6.3236,-0.075429998,5.96,0.078199917,-0.026466666,-0.013233333,#DIV/0!,-0.074497204,-0.013069685,6.401799917
Martin Gair PHI,R,#DIV/0!,6.3241,-0.072453333,6.02,-0.033500177,-0.025422222,-0.012711111,#DIV/0!,-0.072837134,-0.012778445,6.290599823
Luis Ramirez MIA,R,#DIV/0!,6.3261,-0.073593333,5.93,-0.3267001,-0.025822222,-0.012911111,#DIV/0!,-0.077393929,-0.013577882,5.9993999
Wilkelma Castillo FA,R,-0.076441103,6.3275,-0.076760002,5.74,#N/A,-0.026933334,-0.013466667,-0.076441103,-0.076760002,-0.013466667,#N/A
Joseph Hernandez FA,R,#DIV/0!,6.3285,-0.074923332,5.85,0.059299859,-0.026288888,-0.013144444,#DIV/0!,-0.074221279,-0.013021277,6.387799859
Leury Tejada FA,R,-0.071729958,6.3293,-0.072453333,5.77,#N/A,-0.025422222,-0.012711111,-0.071729958,-0.072453333,-0.012711111,#N/A
Bryan Bautista FA,R,#DIV/0!,6.3295,-0.075176665,5.88,0.065099795,-0.026377777,-0.013188889,#DIV/0!,-0.074403463,-0.013053239,6.394599795
Michael Valverde TEX,R,#DIV/0!,6.3314,-0.076253331,5.95,0.066400207,-0.026755555,-0.013377777,#DIV/0!,-0.075453629,-0.013237479,6.397800207
Andinson Ferrer FA,R,#DIV/0!,6.3338,-0.074859998,5.85,0.065399784,-0.026266666,-0.013133333,#DIV/0!,-0.07408703,-0.012997724,6.399199784
Mario Zabala SDN,R,#DIV/0!,6.3338,-0.071503331,5.98,0.073900241,-0.025088888,-0.012544444,#DIV/0!,-0.070669059,-0.01239808,6.407700241
Wilfred Alvarado OAK,R,#DIV/0!,6.3357,-0.076190001,5.94,0.195600187,-0.026733334,-0.013366667,#DIV/0!,-0.07383781,-0.012954002,6.531300187
Luifer Romero FA,L,-0.087431694,6.3358,-0.086893332,6.37,#N/A,-0.030488888,-0.015244444,-0.087431694,-0.086893332,-0.015244444,#N/A
Zachary Austin ATL,R,#DIV/0!,6.3358,-0.077013335,6.18,0.10320001,-0.027022223,-0.013511111,#DIV/0!,-0.075758911,-0.013291037,6.43900001
Joshua Gessner TEX,R,#DIV/0!,6.3364,-0.077330002,5.82,0.059099945,-0.027133334,-0.013566667,#DIV/0!,-0.076608741,-0.01344013,6.395499945
Reese Sharp FA,R,-0.076233184,6.3368,-0.075873334,5.84,#N/A,-0.026622222,-0.013311111,-0.076233184,-0.075873334,-0.013311111,#N/A
Yeury Tatiz SEA,R,#DIV/0!,6.3378,-0.075429998,6.01,0.075700249,-0.026466666,-0.013233333,#DIV/0!,-0.074529044,-0.013075271,6.413500249
William Gervase LAN,L,#DIV/0!,6.3393,-0.084423337,6.4,0.249300218,-0.029622224,-0.014811112,#DIV/0!,-0.081103293,-0.014228648,6.588600218
Harif Frias FA,R,#DIV/0!,6.3394,-0.075556667,6.01,0.06869989,-0.026511111,-0.013255556,#DIV/0!,-0.074737861,-0.013111905,6.40809989
Juan Soto HOU,R,-0.074606434,6.3407,-0.074289997,5.91,#N/A,-0.026066666,-0.013033333,-0.074606434,-0.074289997,-0.013033333,#N/A
Yensy Bello LAA,L,#DIV/0!,6.3411,-0.082080002,6.1,0.04819975,-0.028800001,-0.0144,#DIV/0!,-0.081456098,-0.014290544,6.38929975
Blake Shepardson CHA,R,#DIV/0!,6.3434,-0.078723335,6.14,0.094499768,-0.027622223,-0.013811111,#DIV/0!,-0.077550567,-0.013605363,6.437899768
Adilson Peralta PHI,R,-0.074626866,6.3438,-0.072959999,5.93,-0.10590022,-0.0256,-0.0128,-0.075872649,-0.074177956,-0.013013677,6.23789978
Luis Arestigueta ATL,R,-0.077014218,6.3446,-0.077139999,5.88,0.136900149,-0.027066666,-0.013533333,-0.075352449,-0.075475516,-0.013241319,6.481500149
Benjamin Ethridge FA,R,#DIV/0!,6.3448,-0.076506669,5.96,0.049799795,-0.026844445,-0.013422223,#DIV/0!,-0.075906174,-0.013316873,6.394599795
Pedro Marquez FA,R,-0.075301205,6.3459,-0.075366669,5.98,#N/A,-0.026444445,-0.013222223,-0.075301205,-0.075366669,-0.013222223,#N/A
Greiber Mendez PIT,R,-0.075,6.346,-0.075556667,5.99,0.053300098,-0.026511111,-0.013255556,-0.074370074,-0.074922066,-0.013144222,6.399300098
Christian Lopez CIN,L,-0.083815029,6.3465,-0.084043331,6.3,#N/A,-0.029488888,-0.014744444,-0.083815029,-0.084043331,-0.014744444,#N/A
Fran Castro FA,R,#DIV/0!,6.3472,-0.075303334,5.93,0.065499878,-0.026422222,-0.013211111,#DIV/0!,-0.074526242,-0.013074779,6.412699878
David Rodriguez KCA,L,-0.085518814,6.3472,-0.084930003,6.24,#N/A,-0.029800001,-0.014900001,-0.085518814,-0.084930003,-0.014900001,#N/A
Osbriel Mogollon FA,L,#DIV/0!,6.3474,-0.08474,6.32,0.080299864,-0.029733333,-0.014866667,#DIV/0!,-0.083667969,-0.014678591,6.427699864
Colson Lawrence FA,R,#DIV/0!,6.3486,-0.075429998,5.95,0.064799935,-0.026466666,-0.013233333,#DIV/0!,-0.074660087,-0.013098261,6.413399935
Jay Schueler TOR,R,#DIV/0!,6.349,-0.074606665,5.89,-0.243499958,-0.026177777,-0.013088889,#DIV/0!,-0.077468016,-0.01359088,6.105500042
Joel Canizalez FA,R,#DIV/0!,6.3506,-0.074289997,6.03,0.064200048,-0.026066666,-0.013033333,#DIV/0!,-0.073538978,-0.012901575,6.414800048
Jose Garces PIT,R,#DIV/0!,6.3557,-0.078723335,6.02,0.111300127,-0.027622223,-0.013811111,#DIV/0!,-0.077344743,-0.013569253,6.467000127
Wuilliams Rodriguez BOS,R,-0.077669903,6.357,-0.079230001,5.92,0.047999793,-0.0278,-0.0139,-0.077083441,-0.078631759,-0.013795046,6.404999793
Yoniel Ramirez FA,R,#DIV/0!,6.3571,-0.075303334,6.01,0.076300095,-0.026422222,-0.013211111,#DIV/0!,-0.074399518,-0.013052547,6.433400095
Estarlin Escalante FA,R,#DIV/0!,6.3573,-0.078153335,6.1,0.069500251,-0.027422223,-0.013711111,#DIV/0!,-0.077298935,-0.013561217,6.426800251
Nickey Bautista FA,R,#DIV/0!,6.3573,-0.075176665,5.9,0.068300231,-0.026377777,-0.013188889,#DIV/0!,-0.074368998,-0.013047193,6.425600231
Alberto Leandro FA,R,#DIV/0!,6.3575,-0.075429998,5.95,0.057599919,-0.026466666,-0.013233333,#DIV/0!,-0.074746591,-0.013113437,6.415099919
Marc Davis FA,R,#DIV/0!,6.3579,-0.079546664,5.93,0.056299769,-0.02791111,-0.013955555,#DIV/0!,-0.078842271,-0.013831977,6.414199769
Dwayne Matos FA,R,#DIV/0!,6.3597,-0.075746665,5.88,0.03380009,-0.026577777,-0.013288889,#DIV/0!,-0.075344092,-0.013218262,6.39350009
Trenton Hodgdon CIN,R,#DIV/0!,6.3604,-0.078343333,6.13,-0.198900261,-0.027488889,-0.013744444,#DIV/0!,-0.080793259,-0.014174256,6.161499739
Keeler Morfe BAL,R,-0.079119572,6.3615,-0.079166667,6.1,0.189900125,-0.027777778,-0.013888889,-0.076757736,-0.076803425,-0.013474285,6.551400125
Edgar Leon LAN,R,#DIV/0!,6.3624,-0.075936669,5.95,0.050000007,-0.026644445,-0.013322223,#DIV/0!,-0.075339907,-0.013217528,6.412400007
Charles Cerny FA,R,#DIV/0!,6.3633,-0.075683331,6.05,0.076400067,-0.026555555,-0.013277777,#DIV/0!,-0.07477465,-0.01311836,6.439700067
Camilo Sanchez WAS,R,-0.075364155,6.3653,-0.075239999,5.89,#N/A,-0.0264,-0.0132,-0.075364155,-0.075239999,-0.0132,#N/A
Owen Sharts FA,R,#DIV/0!,6.3656,-0.076253331,5.97,0.073800196,-0.026755555,-0.013377777,#DIV/0!,-0.075369281,-0.013222681,6.439400196
Darwin Rodriguez MIA,R,#DIV/0!,6.3661,-0.075493333,5.96,0.063700034,-0.026488889,-0.013244444,#DIV/0!,-0.074737936,-0.013111919,6.429800034
Yoljeldriz Diaz FA,R,#DIV/0!,6.367,-0.079039998,6.03,0.081699951,-0.027733333,-0.013866666,#DIV/0!,-0.078025774,-0.013688732,6.448699951
Jesus Mendez CHA,R,#DIV/0!,6.3672,-0.077076664,6.01,0.055300134,-0.027044444,-0.013522222,#DIV/0!,-0.076407241,-0.013404779,6.422500134
Eliander Alcalde TOR,R,-0.084158416,6.368,-0.084106665,6.04,#N/A,-0.029511111,-0.014755555,-0.084158416,-0.084106665,-0.014755555,#N/A
Yohemy Nolasco FA,R,#DIV/0!,6.3681,-0.074543335,5.87,0.052799928,-0.026155556,-0.013077778,#DIV/0!,-0.073925273,-0.012969346,6.420899928
Felix Castro OAK,R,-0.079439252,6.3691,-0.078026666,6.02,0.173100148,-0.027377778,-0.013688889,-0.077280243,-0.075906048,-0.013316851,6.542200148
Jake Faherty MIA,R,#DIV/0!,6.3691,-0.077583335,6.07,0.063699816,-0.027222223,-0.013611111,#DIV/0!,-0.076807394,-0.013474981,6.432799816
Wardquelin Vasquez FA,R,#DIV/0!,6.3692,-0.078533332,6.01,0.068899861,-0.027555555,-0.013777778,#DIV/0!,-0.077683785,-0.013628734,6.438099861
Eli Trop PHI,R,#DIV/0!,6.3694,-0.075303334,6.03,0.068800176,-0.026422222,-0.013211111,#DIV/0!,-0.074489932,-0.013068409,6.438200176
Christian Ruebeck LAN,R,#DIV/0!,6.3703,-0.076443335,5.9,-0.600900059,-0.026822223,-0.013411111,#DIV/0!,-0.08365411,-0.01467616,5.769399941
Eminen Flores TOR,R,#DIV/0!,6.3717,-0.08176333,6.03,-0.261500191,-0.028688888,-0.014344444,#DIV/0!,-0.085118969,-0.014933153,6.110199809
Reynaldo Yean LAN,R,#DIV/0!,6.3726,-0.082839996,6.13,0.178500254,-0.029066665,-0.014533333,#DIV/0!,-0.080519599,-0.014126246,6.551100254
Juan De La Cruz MIA,R,-0.078636047,6.3744,-0.078786665,6.05,-0.095400195,-0.027644444,-0.013822222,-0.079812926,-0.079965797,-0.014029087,6.278999805
Matthew Ager PIT,R,-0.08,6.3748,-0.079800001,6.07,-0.340199861,-0.028,-0.014,-0.084269309,-0.084058637,-0.014747129,6.034600139
Edgar Isea FA,R,#DIV/0!,6.3759,-0.080876667,6.16,0.096200079,-0.028377778,-0.014188889,#DIV/0!,-0.079656394,-0.013974806,6.472100079
Luke Anderson FA,R,#DIV/0!,6.3764,-0.077900002,6.01,0.079900259,-0.027333334,-0.013666667,#DIV/0!,-0.076923866,-0.013495415,6.456300259
Braden Quinn FA,L,#DIV/0!,6.3766,-0.086259997,6.28,0.056500224,-0.030266666,-0.015133333,#DIV/0!,-0.085495686,-0.014999243,6.433100224
Jordy Luciano FA,R,#DIV/0!,6.3771,-0.078279999,6.14,0.094000152,-0.027466666,-0.013733333,#DIV/0!,-0.077126131,-0.0135309,6.471100152
Jose Diaz FA,R,#DIV/0!,6.3781,-0.076190001,5.95,0.063800015,-0.026733334,-0.013366667,#DIV/0!,-0.075427874,-0.01323296,6.441900015
Pedro Alfonseca FA,R,#DIV/0!,6.3786,-0.08049667,6.11,0.095700027,-0.028244446,-0.014122223,#DIV/0!,-0.079288955,-0.013910343,6.474300027
Elian Serrata FA,R,#DIV/0!,6.3788,-0.079800001,6.08,0.08299986,-0.028,-0.014,#DIV/0!,-0.078761657,-0.013817835,6.46179986
Michael Brewer FA,R,#DIV/0!,6.3794,-0.077203333,5.87,0.055900171,-0.027088889,-0.013544444,#DIV/0!,-0.076526831,-0.01342576,6.435300171
